number	author	text	title_in_memoir	year_of_text	citation_or_paraphrase	kind_of_literature	language	situation	performer	audience	place	repeat	person_who_recollects	memoirist	edition	place_of_edition	year_of_edition_min	year_of_edition_max	date_of_situation_min	date_of_situation_max	place_camp	occupation_of_memoirist	link_to_publication
588	Толстой Л.Н.	Война и мир	NA	1869	Цитируют	проза	русский	чтение книги вслух	заключенный	заключенный, блатной	в лагере	FALSE	Заключенные	Тартак А.И.	Воспоминания	Москва	1996	1996	1941	1941	Дубравлаг, лагпункт Молочница	NA	asfcd/auth/?t=page&num=3984
989	Толстой Л.Н.	Война и мир	NA	1869	Цитируют	проза	русский	чтение книги про себя	заключенный	нет аудитории	в тюремной камере	FALSE	Автор мемуаров	Астахов П.П.	Зигзаги судьбы. Из жизни советского военнопленного и советского зэка	Москва	2005	2005	1949	1950	Москва, Бутырская тюрьма	Техник-конструктор	asfcd/auth/?t=page&num=5385
720	Толстой Л.Н.	Война и мир	NA	1869	Цитируют	проза	русский	чтение книги про себя	заключенный	нет аудитории	в тюремной камере	FALSE	Автор мемуаров	Кривошеин Н.И.	Блаженный Августин	Санкт-Петербург	2001	2001	1958	1958	Москва, Лубянская тюрьма	Писатель, переводчик	asfcd/auth/?t=page&num=9800
721	Толстой Л.Н.	Война и мир	NA	1869	Цитируют	проза	русский	чтение книги про себя	заключенный	нет аудитории	в тюремной камере	TRUE	Автор мемуаров	Кривошеин Н.И.	Сурдокамера	Санкт-Петербург	2011	2011	1957	1957	Москва, Лубянская тюрьма	Писатель, переводчик	asfcd/auth/?t=page&num=13111
2055	Толстой Л.Н.	Война и мир	NA	1869	Цитируют	проза	русский	чтение книги про себя	заключенный	нет аудитории	в тюремной камере	FALSE	Автор мемуаров	Помазов В.В.	На меня направлен сумрак ночи	Москва	2013	2013	1971	1971	Горький, тюрьма	Историк	asfcd/auth/?t=page&num=13245
591	Толстой Л.Н.	Воскресение	NA	1899	Пересказывают	проза	русский	пересказ для блатных	заключенный	блатной	в лагере	FALSE	Заключенный	Сулимов И.Н.	Эхо прожитых лет, или Воспоминания о Воркутлаге	Одесса	1997	1997	1937	1937	Воркута, лагпункт Рудник	Геолог	asfcd/auth/?t=page&num=6946
525	Толстой Л.Н.	Воскресение	NA	1899	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Заключенная	Войтоловская А.Л.	По следам судьбы моего поколения	Сыктывкар	1991	1991	1938	1939	Коми, Кочмес	Редактор	asfcd/auth/?t=book&num=862
1102	Толстой Л.Н.	Воскресение	Воскресенье	1899	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенный	Гольдштейн П.Ю.	Точка опоры: В Бутырской тюрьме 1938 года	Иерусалим	1982	1982	1938	1938	Москва, Бутырская тюрьма	NA	asfcd/auth/?t=book&num=20
2108	Толстой Л.Н.	Воскресение	NA	1899	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Автор мемуаров	Казарьянц С.Г.	Рассказы везучего человека	Санкт-Петербург	1998	1998	1938	1938	Ленинград, тюрьма на Шпалерной	Директор фабрики	asfcd/auth/?t=page&num=10769
1617	Толстой Л.Н.	Воскресение	NA	1899	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенный	Фуфрянский Н.А.	Думы о прошлом	Москва	1991	1991	1937	1938	Ростов-на-Дону, тюрьма	Учитель литературы	asfcd/auth/?t=page&num=6286
173	Толстой Л.Н.	Воскресение	NA	1899	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Автор мемуаров	Янов В.В.	Краткие воспоминания о пережитом // Воспоминания крестьян-толстовцев, 1910–1930-е годы	Москва	1989	1989	1935	1936	Воркута, Заполярная тюрьма, камера смертников	Рабочий, эсер	asfcd/auth/?t=page&num=2363
